Path,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
"PointToPoint / legs / transport as VesselTransport / servicePartners / carrierCodeListProvider",carrierCodeListProvider,string,,,,NMFTA,"Identifies the code list provider used for the `carrierCode`.",
"PointToPoint / legs / transport as VesselTransport / servicePartners / carrierExportVoyageNumber","carrierExportVoyageNumber",string,,maxLength=50,"^\S(?:.*\S)?$",2103N,"The identifier of an export voyage. The carrier-specific identifier of the export Voyage.",
"PointToPoint / legs / transport as VesselTransport / servicePartners / carrierImportVoyageNumber","carrierImportVoyageNumber",string,,maxLength=50,"^\S(?:.*\S)?$",2103S,"The identifier of an import voyage. The carrier-specific identifier of the import Voyage.",
"PointToPoint / legs / transport as VesselTransport / servicePartners / carrierServiceCode",carrierServiceCode,string,,maxLength=11,"^\S(?:.*\S)?$",FE1,"The carrier-specific code of the service for which the schedule details are published.",
"PointToPoint / legs / transport as VesselTransport / servicePartners / carrierServiceName",carrierServiceName,string,,maxLength=50,"^\S(?:.*\S)?$","Great Lion Service","The name of the service.",
"PointToPoint / legs / transport as VesselTransport / transportCallReference",transportCallReference,string,,maxLength=100,,"SR11111X-9321483-2107W-NLAMS-ACT-1-1","The unique reference for a transport call. It’s the vessel operator’s responsibility to provide the Transport Call Reference, other parties are obliged to pick it up and use it. It can take the form of Port Call References as defined in OVS Definitions Document, or alternatively a reference as defined by the vessel operator.",
"PointToPoint / legs / transport as VesselTransport / universalExportVoyageReference","universalExportVoyageReference",string,,"minLength=5
maxLength=5","^\d{2}[0-9A-Z]{2}[NEWSR]$",2103N,"A global unique voyage reference for the export Voyage, as per DCSA standard, agreed by VSA partners for the voyage. The voyage reference must match the regular expression pattern: `\d{2}[0-9A-Z]{2}[NEWSR]`

- `2 digits` for the year
- `2 alphanumeric characters` for the sequence number of the voyage
- `1 character` for the direction/haul (`N`orth, `E`ast, `W`est, `S`outh or `R`oundtrip).",
"PointToPoint / legs / transport as VesselTransport / universalImportVoyageReference","universalImportVoyageReference",string,,"minLength=5
maxLength=5","^\d{2}[0-9A-Z]{2}[NEWSR]$",2103N,"A global unique voyage reference for the import Voyage, as per DCSA standard, agreed by VSA partners for the voyage. The voyage reference must match the regular expression pattern: `\d{2}[0-9A-Z]{2}[NEWSR]`

- `2 digits` for the year
- `2 alphanumeric characters` for the sequence number of the voyage
- `1 character` for the direction/haul (`N`orth, `E`ast, `W`est, `S`outh or `R`oundtrip).",
"PointToPoint / legs / transport as VesselTransport / universalServiceReference","universalServiceReference",string,,"minLength=8
maxLength=8","^SR\d{5}[A-Z]$",SR12345A,"A global unique service reference, as per DCSA standard, agreed by VSA partners for the service. The service reference must match the regular expression pattern: `SR\d{5}[A-Z]`. The letters `SR` followed by `5` digits, followed by a checksum-character as a capital letter from `A to Z`.",
"PointToPoint / legs / transport as VesselTransport / vessel",vessel,Vessel,,,,,,
"PointToPoint / legs / transport as VesselTransport / vessel / callSign",callSign,string,,maxLength=10,"^\S(?:.*\S)?$",NCVV,"A unique alphanumeric identity that belongs to the vessel and is assigned by the International Telecommunication Union (ITU). It consists of a three letter alphanumeric prefix that indicates nationality, followed by one to four characters to identify the individual vessel. For instance, vessels registered under Denmark are assigned the prefix ranges 5PA-5QZ, OUAOZZ, and XPA-XPZ. The Call Sign changes whenever a vessel changes its flag.",
"PointToPoint / legs / transport as VesselTransport / vessel / flag",flag,string,,"minLength=2
maxLength=2","^[A-Z]{2}$",DE,"The flag of the nation whose laws the vessel is registered under. This is the [ISO 3166](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en) two-letter country code.",
"PointToPoint / legs / transport as VesselTransport / vessel / MMSINumber",MMSINumber,string,,"minLength=9
maxLength=9","^\d{9}$",278111222,"Maritime Mobile Service Identities (MMSIs) are nine-digit numbers used by maritime digital selective calling (DSC), automatic identification systems (AIS) and certain other equipment to uniquely identify a ship or a coast radio station.",
"PointToPoint / legs / transport as VesselTransport / vessel / name",name,string,,maxLength=50,"^\S(?:.*\S)?$","King of the Seas","The name of the Vessel given by the Vessel Operator and registered with IMO.",
"PointToPoint / legs / transport as VesselTransport / vessel / operatorCarrierCode",operatorCarrierCode,string,,maxLength=10,,MAEU,"The carrier who is in charge of the vessel operation based on either the SMDG or SCAC code lists.",
"PointToPoint / legs / transport as VesselTransport / vessel / operatorCarrierCodeListProvider","operatorCarrierCodeListProvider",string,,,,NMFTA,"Identifies the code list provider used for the operator and partner carriercodes.",
"PointToPoint / legs / transport as VesselTransport / vessel / vesselIMONumber",vesselIMONumber,string,,"minLength=7
maxLength=8","^\d{7,8}$",9321483,"The unique reference for a registered Vessel. The reference is the International Maritime Organisation (IMO) number, also sometimes known as the Lloyd&apos;s register code, which does not change during the lifetime of the vessel.",
"PointToPoint / placeOfDelivery",placeOfDelivery,PlaceOfDelivery,yes,,,,"The Location specifying where the place of delivery is located.",
"PointToPoint / placeOfDelivery / dateTime",dateTime,"string(date-time)",yes,,,"2025-01-14T09:21+01:00","The local date and time, when the event will take place, in [ISO 8601](https://www.iso.org/iso-8601-date-and-time-format.html) format specifying the offset.",
"PointToPoint / placeOfDelivery / facilityTypeCode",facilityTypeCode,string,yes,maxLength=4,,POTE,"The code to identify the specific type of facility. The code indicates which role the facility plays during the transportCall.
- `BORD` (Border)
- `CLOC` (Customer Location)
- `COFS` (Container Freight Station)
- `OFFD` (Off Dock Storage)
- `DEPO` (Depot)
- `INTE` (Inland Terminal)
- `POTE` (Port Terminal)
- `PBPL` (Pilot Boarding Place)
- `BRTH` (Berth)
- `RAMP` (Ramp)
- `WAYP` (Waypoint)",
"PointToPoint / placeOfDelivery / location",location,Location,yes,,,,"The location can be specified using **any** of the nested structures:
  - `Address` (used to specify the location via an Address)
  - `UNLocationCode`
  - `Facility` (used to specify a location using a `facilityCode` and a `facilityCodeListProvider`)

  It is expected that if a location is specified in multiple ways (both as an `Address` and as a `Facility`) that both ways point to the same location.",
"PointToPoint / placeOfDelivery / location / address",address,Address,,,,,"An object for storing address related information.",
"PointToPoint / placeOfDelivery / location / address / city",city,string,yes,maxLength=35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"PointToPoint / placeOfDelivery / location / address / countryCode",countryCode,string,yes,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"PointToPoint / placeOfDelivery / location / address / floor",floor,string,,maxLength=50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"PointToPoint / placeOfDelivery / location / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code.",
"PointToPoint / placeOfDelivery / location / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"PointToPoint / placeOfDelivery / location / address / street",street,string,yes,maxLength=70,,Ruijggoordweg,"The name of the street.",
"PointToPoint / placeOfDelivery / location / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"PointToPoint / placeOfDelivery / location / facility",facility,Facility,,,,,"A way to express a location using a `Facility`. The facility can either be expressed using a `BIC` code or a `SMDG` code. The `facilityCode` does not contain the `UNLocationCode` - this should be provided in the `UnLocationCode` attribute.",
"PointToPoint / placeOfDelivery / location / facility / facilityCode",facilityCode,string,yes,maxLength=6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
  - for `SMDG` - the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/)
  - for `BIC`  - the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/)",
"PointToPoint / placeOfDelivery / location / facility / facilityCodeListProvider",facilityCodeListProvider,string,yes,,,SMDG,"The provider used for identifying the facility Code. Some facility codes are only defined in combination with an `UN Location Code`.
- `BIC` (Requires a UN Location Code)
- `SMDG` (Requires a UN Location Code)",
"PointToPoint / placeOfDelivery / location / locationName",locationName,string,,maxLength=100,"^\S(?:.*\S)?$","Port of Amsterdam","An optional name for the location.",
"PointToPoint / placeOfDelivery / location / UNLocationCode",UNLocationCode,string,,"minLength=5
maxLength=5","^[A-Z]{2}[A-Z2-9]{3}$",NLAMS,"The UN Location code specifying where the place is located. The pattern used must be

- 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)
- 3 characters to code a location within that country. Letters A-Z and numbers from 2-9 can be used

More info can be found here: [UN/LOCODE](https://unece.org/trade/cefact/UNLOCODE-Download)",
"PointToPoint / placeOfReceipt",placeOfReceipt,PlaceOfReceipt,yes,,,,"The Location specifying where the place of receipt is located.",
"PointToPoint / placeOfReceipt / dateTime",dateTime,"string(date-time)",yes,,,"2025-01-14T09:21+01:00","The local date and time, when the event will take place, in [ISO 8601](https://www.iso.org/iso-8601-date-and-time-format.html) format specifying the offset.",
"PointToPoint / placeOfReceipt / facilityTypeCode",facilityTypeCode,string,yes,maxLength=4,,POTE,"The code to identify the specific type of facility. The code indicates which role the facility plays during the transportCall.
- `BORD` (Border)
- `CLOC` (Customer Location)
- `COFS` (Container Freight Station)
- `OFFD` (Off Dock Storage)
- `DEPO` (Depot)
- `INTE` (Inland Terminal)
- `POTE` (Port Terminal)
- `PBPL` (Pilot Boarding Place)
- `BRTH` (Berth)
- `RAMP` (Ramp)
- `WAYP` (Waypoint)",
"PointToPoint / placeOfReceipt / location",location,Location,yes,,,,"The location can be specified using **any** of the nested structures:
  - `Address` (used to specify the location via an Address)
  - `UNLocationCode`
  - `Facility` (used to specify a location using a `facilityCode` and a `facilityCodeListProvider`)

  It is expected that if a location is specified in multiple ways (both as an `Address` and as a `Facility`) that both ways point to the same location.",
"PointToPoint / placeOfReceipt / location / address",address,Address,,,,,"An object for storing address related information.",
"PointToPoint / placeOfReceipt / location / address / city",city,string,yes,maxLength=35,"^\S(?:.*\S)?$",Amsterdam,"The name of the city.",
"PointToPoint / placeOfReceipt / location / address / countryCode",countryCode,string,yes,"minLength=2
maxLength=2","^[A-Z]{2}$",NL,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
"PointToPoint / placeOfReceipt / location / address / floor",floor,string,,maxLength=50,"^\S(?:.*\S)?$",N/A,"The floor of the street number.",
"PointToPoint / placeOfReceipt / location / address / postCode",postCode,string,,maxLength=10,,"1047 HM","The post code.",
"PointToPoint / placeOfReceipt / location / address / stateRegion",stateRegion,string,,maxLength=65,,"North Holland","The name of the state/region.",
"PointToPoint / placeOfReceipt / location / address / street",street,string,yes,maxLength=70,,Ruijggoordweg,"The name of the street.",
"PointToPoint / placeOfReceipt / location / address / streetNumber",streetNumber,string,,maxLength=50,,100,"The number of the street.",
"PointToPoint / placeOfReceipt / location / facility",facility,Facility,,,,,"A way to express a location using a `Facility`. The facility can either be expressed using a `BIC` code or a `SMDG` code. The `facilityCode` does not contain the `UNLocationCode` - this should be provided in the `UnLocationCode` attribute.",
"PointToPoint / placeOfReceipt / location / facility / facilityCode",facilityCode,string,yes,maxLength=6,"^\S(?:.*\S)?$",ADT,"The code used for identifying the specific facility. This code does not include the UN Location Code.The definition of the code depends on the `facilityCodeListProvider`. As code list providers maintain multiple codeLists the following codeList is used:
  - for `SMDG` - the codeList used is the [SMDG Terminal Code List](https://smdg.org/documents/smdg-code-lists/)
  - for `BIC`  - the codeList used is the [BIC Facility Codes](https://www.bic-code.org/facility-codes/)",
